
SimulationName	Date	Day	Month	Year	JulianDay	idCell	x	y	cropSpeciesName	cropType	cropAge	phenologicStage	yield	biomass	grainBiomass	height	rootDepth	treeFineRootLength	treeCoarseRootBiomass	waterDemand	waterUptake	hisafeWaterStress	nitrogenDemand	nitrogenUptake	hisafeNitrogenStress	actualWaterPotential	waterUptakePotential	eai	lai	sla	laiTree	etpCalculated	cropTemperature	soilSurfaceTemperature	relativeDiffuseParIncident	relativeDirectParIncident	relativeGlobalRadIncident	relativeTotalParIncident	visibleSky	diffuseParIncident	diffuseParIntercepted	directParIncident	directParIntercepted	soilEvaporation	rainInterceptedByTrees	rainInterceptedByCrop	rainTransmittedByTrees	rainTransmittedByCrop	stemFlowByTrees	stemFlowByCrop	capillaryRise	drainageBottom	drainageArtificial	surfaceRunOff	runOff	nitrogenFertilisationMineral	nitrogenFertilisationOrganic	nitrogenRain	nitrogenIrrigation	nitrogenRunOff	nitrogenResiduMineralisation	nitrogenVolatilisation	nitrogenNutritionIndex	carbonResidus	nitrogenResidus	activeNitrogenHumusStock	activeCarbonHumusStock	inactiveNitrogenHumusStock	inactiveCarbonHumusStock	totalNitrogenHumusStock	totalCarbonHumusStock	mineralNitrogenStock	nitrogenVolatilisationOrganic	nitrogenDenitrification	nitrogenFixation	nitrogenHumusMineralisation	nitrogenLeachingBottom	nitrogenLeachingWaterTable	cropCarbonLeafLitter	cropCarbonRootLitter	cropNitrogenLeafLitter	cropNitrogenRootLitter	treeCarbonLeafLitter	treeNitrogenLeafLitter	treeCarbonFineRootLitter	treeNitrogenFineRootLitter	treeCarbonCoarseRootLitter	treeNitrogenCoarseRootLitter	treeCarbonFineRootDeepLitter	treeNitrogenFineRootDeepLitter	treeCarbonCoarseRootDeepLitter	treeNitrogenCoarseRootDeepLitter	sticsNitrogenBiomassStress	sticsNitrogenLaiStress	sticsNitrogenSenescenceStress	sticsWaterSenescenceStress	sticsWaterStomatalStress	sticsWaterTurgescenceStress	waterUptakeInSaturationByTrees	nitrogenUptakeInSaturationByTrees	waterAddedByWaterTable	waterTakenByDesaturation	tempStressLue	tempStressGrainFilling	frostStressPlantDensity	frostStressFoliage	frostStressReprod	tetstomate	teturg	carbonMulch	carbonMulchTreeFoliage	mulchBiomass	mulchEvaporation	mulchCoverRatio
exemple	2/1/1997	2	1	1997	2	35	6.00000e+00	0.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.90374e-01	2.40562e+00	7.66509e-01	9.99939e-01	9.99543e-01	9.99968e-01	9.99935e-01	9.99894e-01	1.51091e+00	0.00000e+00	1.52557e-02	0.00000e+00	4.90300e-01	0.00000e+00	0.00000e+00	3.14000e+01	3.14000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	5.28000e+00	5.28000e+00	0.00000e+00	0.00000e+00	6.28000e-01	0.00000e+00	1.05600e-01	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56620e+03	2.44400e+04	4.76580e+03	4.53886e+04	7.33200e+03	6.98286e+04	5.19073e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	1	0.00000e+00	4.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64193e-01	5.94703e+00	2.59679e+00	9.99939e-01	9.98674e-01	9.99963e-01	9.99926e-01	9.99894e-01	2.60578e+00	0.00000e+00	2.62877e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	2	1.00000e+00	4.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64196e-01	5.94703e+00	2.59679e+00	9.99943e-01	9.99474e-01	9.99969e-01	9.99938e-01	9.99906e-01	2.60579e+00	0.00000e+00	2.63088e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	3	2.00000e+00	4.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64175e-01	5.94703e+00	2.59679e+00	9.99845e-01	9.99875e-01	9.99925e-01	9.99846e-01	9.99779e-01	2.60553e+00	0.00000e+00	2.63193e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	4	3.00000e+00	4.00000e+00	baresoil	interCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.50000e+02	0.00000e+00	4.64171e-01	5.94703e+00	2.59679e+00	9.99825e-01	9.99978e-01	9.99916e-01	9.99826e-01	9.99766e-01	2.60548e+00	0.00000e+00	2.63220e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	5	4.00000e+00	4.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64176e-01	5.94703e+00	2.59679e+00	9.99845e-01	1.00000e+00	9.99926e-01	9.99847e-01	9.99779e-01	2.60553e+00	0.00000e+00	2.63226e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	6	5.00000e+00	4.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64197e-01	5.94703e+00	2.59679e+00	9.99943e-01	9.99868e-01	9.99971e-01	9.99942e-01	9.99906e-01	2.60579e+00	0.00000e+00	2.63191e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	7	6.00000e+00	4.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64195e-01	5.94703e+00	2.59679e+00	9.99939e-01	9.99546e-01	9.99968e-01	9.99935e-01	9.99894e-01	2.60578e+00	0.00000e+00	2.63106e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	8	0.00000e+00	3.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64194e-01	5.94703e+00	2.59679e+00	9.99934e-01	9.99461e-01	9.99965e-01	9.99929e-01	9.99886e-01	2.60576e+00	0.00000e+00	2.63084e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	9	1.00000e+00	3.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64164e-01	5.94703e+00	2.59679e+00	9.99807e-01	9.98713e-01	9.99901e-01	9.99796e-01	9.99713e-01	2.60543e+00	0.00000e+00	2.62887e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	10	2.00000e+00	3.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64104e-01	5.94703e+00	2.59679e+00	9.99523e-01	9.99699e-01	9.99771e-01	9.99525e-01	9.99417e-01	2.60469e+00	0.00000e+00	2.63147e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	11	3.00000e+00	3.00000e+00	baresoil	interCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.50000e+02	0.00000e+00	4.63999e-01	5.94703e+00	2.59679e+00	9.99043e-01	1.00000e+00	9.99544e-01	9.99052e-01	9.99011e-01	2.60344e+00	0.00000e+00	2.63226e-02	0.00000e+00	4.63900e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	12	4.00000e+00	3.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64102e-01	5.94703e+00	2.59679e+00	9.99523e-01	9.98804e-01	9.99767e-01	9.99516e-01	9.99417e-01	2.60469e+00	0.00000e+00	2.62911e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
exemple	3/1/1997	3	1	1997	3	13	5.00000e+00	3.00000e+00	maize	mainCrop	0	0	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.50000e+02	0.00000e+00	4.64162e-01	5.94703e+00	2.59679e+00	9.99807e-01	9.97724e-01	9.99897e-01	9.99786e-01	9.99713e-01	2.60543e+00	0.00000e+00	2.62627e-02	0.00000e+00	4.64100e-01	0.00000e+00	0.00000e+00	1.46000e+01	1.46000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.92000e+00	1.92000e+00	0.00000e+00	0.00000e+00	2.92000e-01	0.00000e+00	3.84000e-02	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	2.56616e+03	2.44396e+04	4.76580e+03	4.53886e+04	7.33196e+03	6.98282e+04	5.22421e+01	0.00000e+00	0.00000e+00	0.00000e+00	4.31622e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00
