
SimulationName	Date	Day	Month	Year	JulianDay	idTree	age	dbh	height	rootingDepth	rootedVolume	rootedVolumePerLayer_1	rootedVolumePerLayer_2	rootedVolumePerLayer_3	rootedVolumePerLayer_4	rootedVolumePerLayer_5	waterStress	lightCompetitionIndex	nitrogenStress	phenologicalStage	leafArea	lai	nbCellsBellow	laiAboveCells	targetLfrRatio	lfrRatio	diffuseParIntercepted	directParIntercepted	globalRadIntercepted	waterDemand	waterDemandReduced	waterUptake	waterUptakeInSaturation	waterUptakePotential	actualWaterPotential	carbonAllocToGrowth	carbonIncrement	carbonStem	carbonStump	carbonBranches	carbonCoarseRoots	carbonFineRoots	carbonFoliage	carbonLabile	nitrogenStem	nitrogenStump	nitrogenBranches	nitrogenCoarseRoots	nitrogenFineRoots	nitrogenFoliage	nitrogenLabile	carbonStemExported	carbonBranchesExported	carbonFoliageExported	carbonFineRootsIncrement	carbonFineRootSen	carbonCoarseRootSen	aboveGroundCFraction	carbonAboveGroundEff	carbonBelowGroundEff	nitrogenDemand	nCStem	nCStump	nCBranches	nCCoarseRoots	nCFineRoots	nCFoliage	nCLabile	nitrogenUptake	nitrogenUptakeInSaturation	nitrogenCoarseRootSen	nitrogenFineRootSen	nitrogenStemExported	nitrogenBranchesExported	nitrogenFoliageExported	nitrogenSatisfaction	nitrogenSaturation	totalOptiN	stemVolume	stemYield	crownVolume	crownBaseHeight	crownRadiusInterRow	crownRadiusTreeLine	crownRadiusVertical	totalRootLength	maxRootDistanceOnTreeLine	maxRootDistanceOnCropLine	captureFactorForDiffusePar	captureFactorForDirectPar	captureFactorForDirectNir	captureFactorForDiffuseNir	carbonCoarseRootsIncrement	carbonFoliageSen	nitrogenFoliageSen	rootShootRatio	evaporatedRain	interceptedRain	nitrogenSinkStrength	stemflow	storedRain	lueStressEffect	rsStressEffect
exemple	11/1/1997	11	1	1997	11	1	11	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	12/1/1997	12	1	1997	12	1	12	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	13/1/1997	13	1	1997	13	1	13	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	14/1/1997	14	1	1997	14	1	14	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	15/1/1997	15	1	1997	15	1	15	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	16/1/1997	16	1	1997	16	1	16	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	17/1/1997	17	1	1997	17	1	17	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	18/1/1997	18	1	1997	18	1	18	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	19/1/1997	19	1	1997	19	1	19	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	20/1/1997	20	1	1997	20	1	20	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	21/1/1997	21	1	1997	21	1	21	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	22/1/1997	22	1	1997	22	1	22	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	23/1/1997	23	1	1997	23	1	23	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	24/1/1997	24	1	1997	24	1	24	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
exemple	25/1/1997	25	1	1997	25	1	25	8.52341e-01	1.00000e+00	6.00000e-01	6.00000e-01	0.2	0.4	0.0	0.0	0.0	1.00000e+00	1.00000e+00	1.00000e+00	0	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.02714e-02	4.05428e-03	4.83805e-02	9.56880e-02	1.21329e-01	0.00000e+00	1.68394e-02	2.02714e-04	4.05428e-05	4.83805e-04	9.56880e-04	3.63988e-03	0.00000e+00	1.06476e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.07686e-01	0.00000e+00	5.59077e-01	0.00000e+00	1.00000e-02	1.00000e-02	1.00000e-02	1.00000e-02	3.00000e-02	0.00000e+00	6.32305e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	0.00000e+00	5.32382e-03	6.58163e-05	4.05428e-02	2.61799e-01	5.00000e-01	5.00000e-01	5.00000e-01	2.50000e-01	7.52242e+03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.22018e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00
