
SimulationName	Date	Day	Month	Year	JulianDay	mainCropName	mainCropArea	interCropName	interCropArea	precipitation	mainCropMeanBiomass	mainCropMeanHeight	mainCropMeanYield	mainCropSceneYield	mainCropMeanLai	mainCropMeanEai	interCropMeanBiomass	interCropMeanHeight	interCropMeanYield	interCropSceneYield	interCropMeanLai	interCropMeanEai	biomassRestitution	mainCropNitrogenBiomassStress	mainCropNitrogenDemand	mainCropNitrogenLaiStress	mainCropNitrogenSenescenceStress	mainCropNitrogenStress	mainCropPhenologicStage	mainCropPlantDensity	mainCropRootDepth	mainCropSla	mainCropTemperature	mainCropTotalRootLength	mainCropGrainNumber	mainCropGrainWeight	mainCropWaterDemand	mainCropWaterDemandReduced	mainCropWaterPotential	mainCropWaterStress	mainCropTurgescenceWaterStress	mainCropSenescenceWaterStress	drainageBottom	drainageArtificial	maximalWaterStock	mineralNitrogenStock	nitrateStock	nitrogenStockCommonTreeMainCrop	nitrogenStockAvailableForMainCrop	nitrogenStockAvailableForInterCrop	nitrogenUptakeByMainCrop	nitrogenUptakeByInterCrop	nitrogenUptakeByTrees	nitrogenUptakeInSaturationByMainCrop	nitrogenUptakeInSaturationByInterCrop	nitrogenUptakeInSaturationByTrees	irrigationInMainCrop	irrigationInInterCrop	nitrogenIrrigationInMainCrop	nitrogenIrrigationInInterCrop	nitrogenRainInMainCrop	nitrogenRainInInterCrop	nitrogenRunOffInMainCrop	nitrogenVolatilisationOrganic	nitrogenDenitrification	nitrogenFixation	nitrogenHumusMineralisation	nitrogenLeachingBottom	nitrogenLeachingWaterTable	nitrogenResiduMineralisation	nitrogenVolatilisation	parIncident	parIncidentMainCrop	parIncidentInterCrop	parInterceptedByMainCrop	parInterceptedByInterCrop	parInterceptedByMainCropCompetFree	parInterceptedByInterCropCompetFree	parInterceptedByTrees	parInterceptedByTreesCompetFree	mainCropQngrain	mainCropQnplante	runOff	surfaceRunOff	waterUptakeByMainCrop	waterUptakeByInterCrop	waterUptakeByTrees	waterUptakeInSaturationByMainCrop	waterUptakeInSaturationByInterCrop	waterUptakeInSaturationByTrees	waterStock	waterStockCommonTreeMainCrop	waterStockAvailableForMainCrop	waterStockAvailableForInterCrop	waterStockAvailableForTrees	waterStockInSaturation	waterTableDepth	waterToDesaturation	interceptedRainByMainCrop	interceptedRainByInterCrop	interceptedRainByTrees	activeNitrogenHumusStock	activeCarbonHumusStock	inactiveNitrogenHumusStock	inactiveCarbonHumusStock	totalNitrogenHumusStock	totalCarbonHumusStock	totalCarbonResidus	totalNitrogenResidus	totalTreeCarbonLeafLitter	totalTreeNitrogenLeafLitter	totalTreeCarbonFineRootLitter	totalTreeNitrogenFineRootLitter	totalTreeCarbonCoarseRootLitter	totalTreeNitrogenCoarseRootLitter	totalTreeCarbonFineRootDeepLitter	totalTreeNitrogenFineRootDeepLitter	totalTreeCarbonCoarseRootDeepLitter	totalTreeNitrogenCoarseRootDeepLitter	mainCropTempStressLue	mainCropTempStressGrainFilling	mainCropFrostStressPlantDensity	mainCropFrostStressFoliage	mainCropFrostStressReprod	interCropTempStressLue	interCropTempStressGrainFilling	interCropFrostStressPlantDensity	interCropFrostStressFoliage	interCropFrostStressReprod
exemple	11/1/1997	11	1	1997	11	maize	3.00000e+01	baresoil	5.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	5.52662e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.20774e-01	0.00000e+00	9.52042e+02	1.93560e+03	5.53028e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.00000e-02	2.00000e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.28928e-01	2.31244e-12	0.00000e+00	0.00000e+00	0.00000e+00	1.78949e+01	1.78833e+01	1.78884e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60094e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.55468e+00	0.00000e+00	-1.60000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56531e+03	2.44315e+04	4.76580e+03	4.53886e+04	7.33111e+03	6.98200e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	12/1/1997	12	1	1997	12	maize	3.00000e+01	baresoil	5.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.45823e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	9.52042e+02	1.94005e+03	5.54301e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.27584e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.85585e+01	1.85462e+01	1.85522e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60074e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.54898e+00	0.00000e+00	-2.90000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56518e+03	2.44303e+04	4.76580e+03	4.53886e+04	7.33098e+03	6.98188e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	13/1/1997	13	1	1997	13	maize	3.00000e+01	baresoil	5.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.03749e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	9.52042e+02	1.94446e+03	5.55560e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.26109e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.85585e+01	1.85463e+01	1.85520e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60050e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.54213e+00	0.00000e+00	-4.60000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56505e+03	2.44291e+04	4.76580e+03	4.53886e+04	7.33085e+03	6.98176e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	14/1/1997	14	1	1997	14	maize	3.00000e+01	baresoil	5.00000e+00	1.18000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	5.31482e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	9.66179e+00	0.00000e+00	9.52042e+02	1.95712e+03	5.59178e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.36000e-01	2.36000e-01	2.72000e-02	0.00000e+00	0.00000e+00	0.00000e+00	1.26156e-01	7.94661e-11	0.00000e+00	0.00000e+00	0.00000e+00	1.83373e+01	1.83254e+01	1.83306e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.36000e+00	1.36000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60094e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.55468e+00	0.00000e+00	-6.20000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56493e+03	2.44279e+04	4.76580e+03	4.53886e+04	7.33073e+03	6.98164e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	15/1/1997	15	1	1997	15	maize	3.00000e+01	baresoil	5.00000e+00	2.00000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	5.96532e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	9.52042e+02	1.96192e+03	5.60548e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.00000e-03	4.00000e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.33210e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.67889e+01	1.67789e+01	1.67814e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60083e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.55166e+00	0.00000e+00	-5.10000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56479e+03	2.44266e+04	4.76580e+03	4.53886e+04	7.33059e+03	6.98152e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	16/1/1997	16	1	1997	16	maize	3.00000e+01	baresoil	5.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	5.80375e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	9.52042e+02	1.96678e+03	5.61936e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.38999e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.21438e+01	1.21384e+01	1.21356e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60056e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.54384e+00	0.00000e+00	-6.40000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56465e+03	2.44253e+04	4.76580e+03	4.53886e+04	7.33045e+03	6.98138e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	17/1/1997	17	1	1997	17	maize	3.00000e+01	baresoil	5.00000e+00	2.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.49494e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.59297e+01	0.00000e+00	9.52042e+02	1.98571e+03	5.67344e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.00000e-01	4.00000e-01	6.00000e-02	0.00000e+00	0.00000e+00	0.00000e+00	1.41401e-01	1.64529e-10	0.00000e+00	0.00000e+00	0.00000e+00	1.74747e+00	1.74707e+00	1.74566e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.00000e+00	3.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60094e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.55468e+00	0.00000e+00	-7.90000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56451e+03	2.44239e+04	4.76580e+03	4.53886e+04	7.33031e+03	6.98125e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	18/1/1997	18	1	1997	18	maize	3.00000e+01	baresoil	5.00000e+00	2.20000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.65352e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.67698e+00	0.00000e+00	9.52042e+02	1.99260e+03	5.69313e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.40000e-02	4.40000e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.53170e-01	1.77000e-11	0.00000e+00	0.00000e+00	0.00000e+00	3.95945e+00	3.95855e+00	3.95535e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60094e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.55468e+00	0.00000e+00	-5.70000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56436e+03	2.44225e+04	4.76580e+03	4.53886e+04	7.33016e+03	6.98110e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	19/1/1997	19	1	1997	19	maize	3.00000e+01	baresoil	5.00000e+00	2.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.04389e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.65077e+01	0.00000e+00	9.52042e+02	2.01235e+03	5.74956e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.00000e-01	4.00000e-01	6.00000e-02	0.00000e+00	0.00000e+00	0.00000e+00	1.64865e-01	2.20846e-10	0.00000e+00	0.00000e+00	0.00000e+00	8.60461e+00	8.60174e+00	8.59725e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.00000e+00	3.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60094e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.55468e+00	0.00000e+00	-6.20000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56419e+03	2.44209e+04	4.76580e+03	4.53886e+04	7.32999e+03	6.98095e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	20/1/1997	20	1	1997	20	maize	3.00000e+01	baresoil	5.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.78168e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.58769e-01	0.00000e+00	9.52042e+02	2.01944e+03	5.76983e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.00000e-02	2.00000e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.82987e-01	6.17381e-12	0.00000e+00	0.00000e+00	0.00000e+00	1.96866e+00	1.96822e+00	1.96663e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60094e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.55468e+00	0.00000e+00	-4.10000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56401e+03	2.44191e+04	4.76580e+03	4.53886e+04	7.32981e+03	6.98077e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	21/1/1997	21	1	1997	21	maize	3.00000e+01	baresoil	5.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.16346e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	9.52042e+02	2.02574e+03	5.78783e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.80341e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.23650e+01	1.23597e+01	1.23564e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60024e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.53476e+00	0.00000e+00	-5.10000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56383e+03	2.44174e+04	4.76580e+03	4.53886e+04	7.32963e+03	6.98060e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
exemple	22/1/1997	22	1	1997	22	maize	3.00000e+01	baresoil	5.00000e+00	2.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.17950e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.68502e-01	0.00000e+00	9.52042e+02	2.03436e+03	5.81247e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	4.00000e-02	4.00000e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.06684e-01	4.98250e-12	0.00000e+00	0.00000e+00	0.00000e+00	1.52627e+00	1.52592e+00	1.52469e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.60094e+03	0.00000e+00	0.00000e+00	0.00000e+00	2.55468e+00	0.00000e+00	-6.70000e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.56362e+03	2.44154e+04	4.76580e+03	4.53886e+04	7.32942e+03	6.98040e+04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00	0.00000e+00	0.00000e+00	1.00000e+00	1.00000e+00	1.00000e+00
